Concept,Name + POS,feat_name,feat_value,weight
friend,('friend' 'N'),CapableOf,spot_weightlifter,1.0
friend,('friend' 'N'),CapableOf,remember_birthday,1.0
friend,('friend' 'N'),AtLocation,school,1.0
friend,('friend' 'N'),AtLocation,workplace,1.0
friend,('friend' 'N'),AtLocation,unexpected_place,1.0
friend,('friend' 'N'),AtLocation,social_atmosphere,1.0
friend,('friend' 'N'),AtLocation,need,1.0
friend,('friend' 'N'),HasProperty,good_to_have,1.0
friend,('friend' 'N'),CausesDesire,go_to_sporting_event,1.0
friend,('friend' 'N'),CausesDesire,play_game,1.0
friend,('friend' 'N'),CausesDesire,debate_politics,1.0
friend,('friend' 'N'),CausesDesire,holiday_shop,1.0
friend,('friend' 'N'),CausesDesire,see_band,1.0
friend,('friend' 'N'),CausesDesire,commit_perjury,1.0
friend,('friend' 'N'),IsA,film,0.5
heroine,('heroine' 'N'),RelatedTo,hero,2.0
heroine,('heroine' 'N'),IsA,character,2.0
heroine,('heroine' 'N'),IsA,woman,2.0
heroine,('heroine' 'N'),IsA,person,1.0
heroine,('heroine' 'N'),IsA,female_person,1.0
heroine,('heroine' 'N'),IsA,highly_addictive_drug,1.0
heroine,('heroine' 'N'),IsA,heroic_person,1.0
heroine,('heroine' 'N'),HasProperty,only_used_for_females,1.0
danger,('danger' 'N'),RelatedTo,warning,3.414088458139302
danger,('danger' 'N'),RelatedTo,hazard,2.4568272222523095
danger,('danger' 'N'),RelatedTo,peril,2.444585854495603
danger,('danger' 'N'),RelatedTo,risk,2.3857912733514635
danger,('danger' 'N'),RelatedTo,trouble,2.297825058615212
danger,('danger' 'N'),RelatedTo,peril,2.0
danger,('danger' 'N'),IsA,area,2.0
danger,('danger' 'N'),IsA,causal_agent,2.0
danger,('danger' 'N'),IsA,condition,2.0
danger,('danger' 'N'),RelatedTo,situation,1.799
danger,('danger' 'N'),RelatedTo,scary,1.7720000000000002
danger,('danger' 'N'),RelatedTo,fear,1.521
danger,('danger' 'N'),RelatedTo,sign,1.3940000000000001
danger,('danger' 'N'),RelatedTo,caution,1.255
danger,('danger' 'N'),AtLocation,roadblock,1.0
danger,('danger' 'N'),AtLocation,war,1.0
danger,('danger' 'N'),CausesDesire,tell_many_people_about,1.0
danger,('danger' 'N'),CausesDesire,lie,1.0
danger,('danger' 'N'),CausesDesire,fight_enemy,1.0
attention,('attention' 'N'),IsA,stance,2.0
attention,('attention' 'N'),IsA,faculty,2.0
attention,('attention' 'N'),IsA,attraction,2.0
attention,('attention' 'N'),IsA,courtesy,2.0
attention,('attention' 'N'),IsA,basic_cognitive_process,2.0
attention,('attention' 'N'),IsA,taking_care_of,1.0
attention,('attention' 'N'),IsA,work,1.0
attention,('attention' 'N'),HasProperty,drawn_to_different,1.0
attention,('attention' 'N'),HasProperty,important_to_self_esteem,1.0
attention,('attention' 'N'),HasProperty,drawn_to_strange,1.0
attention,('attention' 'N'),ReceivesAction,drawn_to_shiny,1.0
attention,('attention' 'N'),ReceivesAction,drawn_to_not_ordinary,1.0
attention,('attention' 'N'),ReceivesAction,drawn_to_loud,1.0
attention,('attention' 'N'),ReceivesAction,drawn_to_moving,1.0
attention,('attention' 'N'),IsA,album,0.5
anger,('anger' 'N'),IsA,emotion,7.745966692414834
anger,('anger' 'N'),CausesDesire,hurt_else,3.4641016151377544
anger,('anger' 'N'),CausesDesire,punch,2.82842712474619
anger,('anger' 'N'),CausesDesire,kill_people,2.82842712474619
anger,('anger' 'N'),CausesDesire,kill,2.82842712474619
anger,('anger' 'N'),IsA,emotional_arousal,2.0
anger,('anger' 'N'),IsA,emotion,2.0
anger,('anger' 'N'),Causes,anger,2.0
anger,('anger' 'N'),MannerOf,arouse,2.0
anger,('anger' 'N'),MannerOf,feel,2.0
anger,('anger' 'N'),RelatedTo,emotion,1.388
anger,('anger' 'N'),RelatedTo,mad,1.0550000000000002
anger,('anger' 'N'),RelatedTo,urge,1.0
anger,('anger' 'N'),RelatedTo,anxious,1.0
anger,('anger' 'N'),RelatedTo,antagonism,1.0
anger,('anger' 'N'),RelatedTo,displeasure,1.0
anger,('anger' 'N'),RelatedTo,angry,1.0
anger,('anger' 'N'),RelatedTo,harm,1.0
anger,('anger' 'N'),RelatedTo,anxiety,1.0
anger,('anger' 'N'),RelatedTo,pain,1.0
anger,('anger' 'N'),RelatedTo,sting,1.0
anger,('anger' 'N'),IsA,frustration_at_inability_to_control,1.0
anger,('anger' 'N'),IsA,frustration,1.0
anger,('anger' 'N'),IsA,hostile_emotion,1.0
anger,('anger' 'N'),IsA,important_survival_emotion,1.0
anger,('anger' 'N'),CapableOf,very_dangerous_emotion,1.0
anger,('anger' 'N'),CapableOf,cause_people_to_commit_senseless_acts,1.0
anger,('anger' 'N'),CapableOf,divide_people,1.0
anger,('anger' 'N'),CapableOf,kill_relationship,1.0
anger,('anger' 'N'),CapableOf,cloud_person's_thinking,1.0
anger,('anger' 'N'),CapableOf,produce_discontent,1.0
anger,('anger' 'N'),CapableOf,cause_people_to_yell,1.0
anger,('anger' 'N'),HasProperty,unpleasant,1.0
anger,('anger' 'N'),CausesDesire,advance_into_battle,1.0
anger,('anger' 'N'),CausesDesire,kick_puppies,1.0
anger,('anger' 'N'),CausesDesire,pass_sentence,1.0
anger,('anger' 'N'),CausesDesire,illustrate_point,1.0
anger,('anger' 'N'),CausesDesire,join_army,1.0
anger,('anger' 'N'),CausesDesire,cool_off,1.0
anger,('anger' 'N'),CausesDesire,write_letter,1.0
champion,('champion' 'N'),IsA,defender,2.0
champion,('champion' 'N'),IsA,rival,2.0
champion,('champion' 'N'),MannerOf,back,2.0
champion,('champion' 'N'),RelatedTo,winner,1.4900000000000002
champion,('champion' 'N'),IsA,person,1.0
champion,('champion' 'N'),CapableOf,best_in_crowd,1.0
champion,('champion' 'N'),CapableOf,best_opponent,1.0
champion,('champion' 'N'),CapableOf,battle_knight,1.0
champion,('champion' 'N'),CapableOf,taste_fruits_of_victory,1.0
assignment,('assignment' 'N'),IsA,undertaking,2.0
assignment,('assignment' 'N'),IsA,duty,2.0
assignment,('assignment' 'N'),IsA,legal_document,2.0
assignment,('assignment' 'N'),IsA,distribution,2.0
assignment,('assignment' 'N'),CausesDesire,write_term_paper,2.0
assignment,('assignment' 'N'),RelatedTo,document,1.0
assignment,('assignment' 'N'),RelatedTo,assigned,1.0
assignment,('assignment' 'N'),RelatedTo,coursework,1.0
assignment,('assignment' 'N'),AtLocation,desk,1.0
assignment,('assignment' 'N'),SimilarTo,homework,1.0
buddy,('buddy' 'N'),IsA,friend,2.0
buddy,('buddy' 'N'),RelatedTo,informal,1.0
buddy,('buddy' 'N'),IsA,friend,1.0
alcohol,('alcohol' 'N'),CapableOf,cloud_judgement,10.0
alcohol,('alcohol' 'N'),CausesDesire,sleep_at_night,4.47213595499958
alcohol,('alcohol' 'N'),AtLocation,pub,4.0
alcohol,('alcohol' 'N'),HasProperty,addictive,4.0
alcohol,('alcohol' 'N'),AtLocation,plane,3.4641016151377544
alcohol,('alcohol' 'N'),AtLocation,beer,3.4641016151377544
alcohol,('alcohol' 'N'),AtLocation,fraternity_house,3.4641016151377544
alcohol,('alcohol' 'N'),CapableOf,slow_thinking,2.82842712474619
alcohol,('alcohol' 'N'),AtLocation,wine,2.82842712474619
alcohol,('alcohol' 'N'),CausesDesire,sleep,2.82842712474619
alcohol,('alcohol' 'N'),ReceivesAction,ignited_easily,2.82842712474619
alcohol,('alcohol' 'N'),IsA,sedative_and_pain_killer,2.0
alcohol,('alcohol' 'N'),IsA,depressant,2.0
alcohol,('alcohol' 'N'),IsA,instance_of_drug,2.0
alcohol,('alcohol' 'N'),IsA,fermented_beverage,2.0
alcohol,('alcohol' 'N'),IsA,beverage,2.0
alcohol,('alcohol' 'N'),IsA,liquid,2.0
alcohol,('alcohol' 'N'),IsA,intoxicating_beverage,2.0
alcohol,('alcohol' 'N'),IsA,drug_of_abuse,2.0
alcohol,('alcohol' 'N'),IsA,numbing_agent,2.0
alcohol,('alcohol' 'N'),UsedFor,sterilize_instruments,2.0
alcohol,('alcohol' 'N'),UsedFor,clean_wounds,2.0
alcohol,('alcohol' 'N'),CapableOf,cloud_mind,2.0
alcohol,('alcohol' 'N'),CapableOf,burn,2.0
alcohol,('alcohol' 'N'),CapableOf,lead_to_drunken_behavior,2.0
alcohol,('alcohol' 'N'),CapableOf,destroy_friendships,2.0
alcohol,('alcohol' 'N'),AtLocation,distillery,2.0
alcohol,('alcohol' 'N'),AtLocation,chemistry_lab,2.0
alcohol,('alcohol' 'N'),Causes,drunkenness,2.0
alcohol,('alcohol' 'N'),CausesDesire,dance,2.0
alcohol,('alcohol' 'N'),CausesDesire,become_inebriated,2.0
alcohol,('alcohol' 'N'),CausesDesire,socialize,2.0
alcohol,('alcohol' 'N'),RelatedTo,organic,1.0
alcohol,('alcohol' 'N'),RelatedTo,compounds,1.0
alcohol,('alcohol' 'N'),RelatedTo,powder,1.0
alcohol,('alcohol' 'N'),IsA,inanimate_object,1.0
alcohol,('alcohol' 'N'),IsA,depressant_don't_drink,1.0
alcohol,('alcohol' 'N'),PartOf,drinks_served_in_bars,1.0
alcohol,('alcohol' 'N'),HasA,effect_of_intoxicating,1.0
alcohol,('alcohol' 'N'),UsedFor,intoxication,1.0
alcohol,('alcohol' 'N'),CapableOf,cloud_one's_mind,1.0
alcohol,('alcohol' 'N'),CapableOf,lower_inhibitions,1.0
alcohol,('alcohol' 'N'),CapableOf,come_in_bottle,1.0
alcohol,('alcohol' 'N'),CapableOf,cause_to_snore,1.0
alcohol,('alcohol' 'N'),CapableOf,fool,1.0
alcohol,('alcohol' 'N'),AtLocation,friend's_wedding,1.0
alcohol,('alcohol' 'N'),AtLocation,supermarket,1.0
alcohol,('alcohol' 'N'),AtLocation,restaurants,1.0
alcohol,('alcohol' 'N'),AtLocation,fridge,1.0
alcohol,('alcohol' 'N'),Causes,hangover,1.0
alcohol,('alcohol' 'N'),Causes,amnesia,1.0
alcohol,('alcohol' 'N'),Causes,brewer's_droop,1.0
alcohol,('alcohol' 'N'),Causes,do_stupid_things,1.0
alcohol,('alcohol' 'N'),HasProperty,addictive_for_people,1.0
alcohol,('alcohol' 'N'),HasProperty,intoxicating,1.0
alcohol,('alcohol' 'N'),ReceivesAction,stored_in_cocktail_cabinet,1.0
alcohol,('alcohol' 'N'),ReceivesAction,served_in_bars,1.0
alcohol,('alcohol' 'N'),ReceivesAction,bought_in_pub,1.0
alcohol,('alcohol' 'N'),ReceivesAction,made_from_sugary_and_starchy_substances,1.0
motor,('motor' 'N'),RelatedTo,engine,5.907283639711234
motor,('motor' 'N'),RelatedTo,car,5.165268628057983
motor,('motor' 'N'),RelatedTo,car_engine,2.218107301281883
motor,('motor' 'N'),RelatedTo,cars,2.149418526020467
motor,('motor' 'N'),IsA,agent,2.0
motor,('motor' 'N'),IsA,machine,2.0
motor,('motor' 'N'),RelatedTo,machine,1.483
motor,('motor' 'N'),RelatedTo,psychomotor,1.0
motor,('motor' 'N'),RelatedTo,convert,1.0
motor,('motor' 'N'),RelatedTo,inspiration,1.0
motor,('motor' 'N'),RelatedTo,motoric,1.0
motor,('motor' 'N'),RelatedTo,energy,1.0
motor,('motor' 'N'),RelatedTo,automobile,1.0
motor,('motor' 'N'),IsA,invention,1.0
motor,('motor' 'N'),PartOf,treadmill,1.0
motor,('motor' 'N'),UsedFor,locomotion,1.0
motor,('motor' 'N'),CapableOf,turn_wheel,1.0
motor,('motor' 'N'),CapableOf,turn_propeller,1.0
motor,('motor' 'N'),CapableOf,power_motorized_vehicle,1.0
motor,('motor' 'N'),AtLocation,repair_shop,1.0
bubble,('bubble' 'N'),IsA,illusion,2.0
bubble,('bubble' 'N'),IsA,covering,2.0
bubble,('bubble' 'N'),IsA,globule,2.0
bubble,('bubble' 'N'),Causes,bubble,2.0
bubble,('bubble' 'N'),MannerOf,rise,2.0
bubble,('bubble' 'N'),MannerOf,emit,2.0
bubble,('bubble' 'N'),MannerOf,change,2.0
bubble,('bubble' 'N'),RelatedTo,volume,1.0
bubble,('bubble' 'N'),RelatedTo,dupe,1.0
bubble,('bubble' 'N'),RelatedTo,metaphorical,1.0
bubble,('bubble' 'N'),RelatedTo,spherical,1.0
bubble,('bubble' 'N'),RelatedTo,rise,1.0
bubble,('bubble' 'N'),IsA,spheroid,1.0
bubble,('bubble' 'N'),CapableOf,rise_to_surface_of_water,1.0
bubble,('bubble' 'N'),CapableOf,burst,1.0
crib,('crib' 'N'),IsA,granary,2.0
crib,('crib' 'N'),IsA,baby_bed,2.0
crib,('crib' 'N'),IsA,bin,2.0
crib,('crib' 'N'),IsA,playing_card,2.0
crib,('crib' 'N'),PartOf,cribbage,2.0
crib,('crib' 'N'),MannerOf,line,2.0
crib,('crib' 'N'),MannerOf,cheat,2.0
crib,('crib' 'N'),MannerOf,plagiarize,2.0
crib,('crib' 'N'),RelatedTo,magi,1.0
crib,('crib' 'N'),RelatedTo,plagiarize,1.0
crib,('crib' 'N'),RelatedTo,job,1.0
crib,('crib' 'N'),RelatedTo,packet_ship,1.0
crib,('crib' 'N'),RelatedTo,dealer,1.0
crib,('crib' 'N'),RelatedTo,fodder,1.0
crib,('crib' 'N'),IsA,container_product,1.0
crib,('crib' 'N'),IsA,bed,1.0
style,('style' 'N'),IsA,direction,2.0
style,('style' 'N'),IsA,reproductive_structure,2.0
style,('style' 'N'),IsA,process,2.0
style,('style' 'N'),IsA,kind,2.0
style,('style' 'N'),PartOf,pistil,2.0
style,('style' 'N'),MannerOf,make,2.0
style,('style' 'N'),MannerOf,write,2.0
style,('style' 'N'),MannerOf,name,2.0
style,('style' 'N'),RelatedTo,fashion,1.0830000000000002
style,('style' 'N'),RelatedTo,italic,1.0
style,('style' 'N'),IsA,stylistic_variation_of_font,1.0
style,('style' 'N'),PartOf,carpel,1.0
style,('style' 'N'),CapableOf,reflect_mood,1.0
aggression,('aggression' 'N'),RelatedTo,aggressive,2.0
aggression,('aggression' 'N'),RelatedTo,aggressor,2.0
aggression,('aggression' 'N'),IsA,hostility,2.0
aggression,('aggression' 'N'),IsA,unfriendliness,2.0
aggression,('aggression' 'N'),IsA,behavior,2.0
aggression,('aggression' 'N'),IsA,combat,2.0
aggression,('aggression' 'N'),IsA,action,2.0
aggression,('aggression' 'N'),PartOf,war,2.0
sheep,('sheep' 'N'),RelatedTo,animal,12.40628872789925
sheep,('sheep' 'N'),RelatedTo,wool,10.907245298424346
sheep,('sheep' 'N'),RelatedTo,lamb,7.6845299140546
sheep,('sheep' 'N'),RelatedTo,wooly,5.978628605290681
sheep,('sheep' 'N'),RelatedTo,farm,5.511079749014707
sheep,('sheep' 'N'),RelatedTo,white,4.709564735726647
sheep,('sheep' 'N'),RelatedTo,goat,4.564208584190691
sheep,('sheep' 'N'),RelatedTo,ewe,4.531224999931034
sheep,('sheep' 'N'),RelatedTo,baa,4.481963855275944
sheep,('sheep' 'N'),RelatedTo,mammal,4.20142832855685
sheep,('sheep' 'N'),RelatedTo,fluffy,3.9703904090152147
sheep,('sheep' 'N'),CapableOf,graze,2.82842712474619
sheep,('sheep' 'N'),IsA,follower,2.0
sheep,('sheep' 'N'),IsA,farm_animals,2.0
sheep,('sheep' 'N'),IsA,bovid,2.0
sheep,('sheep' 'N'),IsA,simpleton,2.0
sheep,('sheep' 'N'),IsA,animals,2.0
sheep,('sheep' 'N'),AtLocation,meadow,2.0
sheep,('sheep' 'N'),AtLocation,farm,2.0
sheep,('sheep' 'N'),IsA,herd_animal_small,1.0
sheep,('sheep' 'N'),IsA,mammal,1.0
sheep,('sheep' 'N'),IsA,mammals,1.0
sheep,('sheep' 'N'),IsA,ruminant,1.0
sheep,('sheep' 'N'),IsA,animal,1.0
sheep,('sheep' 'N'),PartOf,flock,1.0
sheep,('sheep' 'N'),HasA,wool,1.0
sheep,('sheep' 'N'),UsedFor,shearing,1.0
sheep,('sheep' 'N'),CapableOf,live_in_field,1.0
sheep,('sheep' 'N'),CapableOf,group_together,1.0
sheep,('sheep' 'N'),AtLocation,fair,1.0
sheep,('sheep' 'N'),AtLocation,fairgrounds,1.0
sheep,('sheep' 'N'),HasProperty,skilled_at_recognising_faces,1.0
sheep,('sheep' 'N'),ReceivesAction,shorn,1.0
sheep,('sheep' 'N'),ReceivesAction,considered_to_rather_stupid_animals,1.0
sheep,('sheep' 'N'),IsA,mammal,0.5
beach,('beach' 'N'),IsA,geological_formation,2.0
beach,('beach' 'N'),PartOf,shore,2.0
beach,('beach' 'N'),HasA,lots_of_sand,2.0
beach,('beach' 'N'),MannerOf,land,2.0
beach,('beach' 'N'),RelatedTo,sand,1.052
beach,('beach' 'N'),RelatedTo,shore,1.0
beach,('beach' 'N'),RelatedTo,shingle,1.0
beach,('beach' 'N'),RelatedTo,north_dakota,1.0
beach,('beach' 'N'),RelatedTo,sand,1.0
beach,('beach' 'N'),RelatedTo,water,1.0
beach,('beach' 'N'),RelatedTo,england,1.0
beach,('beach' 'N'),RelatedTo,county_seat,1.0
beach,('beach' 'N'),RelatedTo,golden_valley_county,1.0
beach,('beach' 'N'),RelatedTo,seashore,1.0
beach,('beach' 'N'),IsA,nice_relaxing_place_to_visit,1.0
beach,('beach' 'N'),IsA,ecological_region,1.0
beach,('beach' 'N'),IsA,where_water_and_land_meet,1.0
beach,('beach' 'N'),IsA,common_place_to_drink_beer,1.0
beach,('beach' 'N'),IsA,shoreline,1.0
beach,('beach' 'N'),IsA,flat_terrain,1.0
beach,('beach' 'N'),IsA,place,1.0
beach,('beach' 'N'),IsA,shore,1.0
beach,('beach' 'N'),IsA,coarse_grained_soil_region,1.0
beach,('beach' 'N'),IsA,relaxing_place_to,1.0
beach,('beach' 'N'),AtLocation,state_park,1.0
couple,('couple' 'N'),CapableOf,tie_knot,4.47213595499958
couple,('couple' 'N'),HasProperty,two,3.4641016151377544
couple,('couple' 'N'),CapableOf,row_about,2.82842712474619
couple,('couple' 'N'),CapableOf,watch_movie,2.82842712474619
couple,('couple' 'N'),IsA,unit,2.0
couple,('couple' 'N'),IsA,small_indefinite_quantity,2.0
couple,('couple' 'N'),IsA,pair,2.0
couple,('couple' 'N'),IsA,two,2.0
couple,('couple' 'N'),IsA,family,2.0
couple,('couple' 'N'),CapableOf,eat_at_resturant,2.0
couple,('couple' 'N'),CapableOf,communicate,2.0
couple,('couple' 'N'),CapableOf,watch_sunset,2.0
couple,('couple' 'N'),CapableOf,marry_each_other,2.0
couple,('couple' 'N'),CapableOf,think_about_divorcing,2.0
couple,('couple' 'N'),AtLocation,theatre,2.0
couple,('couple' 'N'),AtLocation,wedding,2.0
couple,('couple' 'N'),MannerOf,attach,2.0
couple,('couple' 'N'),IsA,pair_of_people,1.0
couple,('couple' 'N'),IsA,multi_person_agent,1.0
couple,('couple' 'N'),CapableOf,see_counselor,1.0
couple,('couple' 'N'),CapableOf,decide_to_have_sex,1.0
couple,('couple' 'N'),CapableOf,make_sex,1.0
horse,('horse' 'N'),RelatedTo,animal,11.753807893614733
horse,('horse' 'N'),HasA,four_legs,6.6332495807108
horse,('horse' 'N'),RelatedTo,riding,6.109337116250829
horse,('horse' 'N'),UsedFor,riding,5.656854249492381
horse,('horse' 'N'),AtLocation,race_track,5.656854249492381
horse,('horse' 'N'),AtLocation,cavalry,5.291502622129181
horse,('horse' 'N'),RelatedTo,pony,5.275604230796696
horse,('horse' 'N'),RelatedTo,equine,5.252047219894353
horse,('horse' 'N'),RelatedTo,mammal,4.451516595498662
horse,('horse' 'N'),RelatedTo,saddle,4.32157378740662
horse,('horse' 'N'),RelatedTo,racing,4.239811316556434
horse,('horse' 'N'),RelatedTo,mane,4.175643662957844
horse,('horse' 'N'),RelatedTo,big,4.037821194654365
horse,('horse' 'N'),AtLocation,circus,4.0
horse,('horse' 'N'),AtLocation,stall,4.0
horse,('horse' 'N'),RelatedTo,donkey,3.859533650585262
horse,('horse' 'N'),RelatedTo,farm,3.8267479666160407
horse,('horse' 'N'),CapableOf,pull_cart,3.4641016151377544
horse,('horse' 'N'),AtLocation,equestrian_competition,2.82842712474619
horse,('horse' 'N'),AtLocation,canada,2.82842712474619
horse,('horse' 'N'),AtLocation,country,2.82842712474619
horse,('horse' 'N'),IsA,gymnastic_apparatus,2.0
horse,('horse' 'N'),IsA,equine,2.0
horse,('horse' 'N'),CapableOf,run_quickly,2.0
horse,('horse' 'N'),CapableOf,drink_water,2.0
horse,('horse' 'N'),CapableOf,carry_person,2.0
horse,('horse' 'N'),CapableOf,run_in_pasture,2.0
horse,('horse' 'N'),CapableOf,jump_fence,2.0
horse,('horse' 'N'),CapableOf,jump_barrier,2.0
horse,('horse' 'N'),AtLocation,farmyard,2.0
horse,('horse' 'N'),AtLocation,kentucky,2.0
horse,('horse' 'N'),AtLocation,a,2.0
horse,('horse' 'N'),AtLocation,movies,2.0
horse,('horse' 'N'),Desires,carrots,2.0
horse,('horse' 'N'),MannerOf,provide,2.0
horse,('horse' 'N'),IsA,ore,1.0
horse,('horse' 'N'),IsA,horse_of_course,1.0
horse,('horse' 'N'),IsA,animal,1.0
horse,('horse' 'N'),IsA,pack_animal,1.0
horse,('horse' 'N'),IsA,mammal,1.0
horse,('horse' 'N'),IsA,stronger_than_man,1.0
horse,('horse' 'N'),IsA,very_fast_animal,1.0
horse,('horse' 'N'),IsA,modern_animal,1.0
horse,('horse' 'N'),IsA,heavier_than_person,1.0
horse,('horse' 'N'),HasA,eyes,1.0
horse,('horse' 'N'),UsedFor,riding_on,1.0
horse,('horse' 'N'),UsedFor,ride_through_water,1.0
horse,('horse' 'N'),UsedFor,spread_alarm,1.0
horse,('horse' 'N'),UsedFor,breeding,1.0
horse,('horse' 'N'),UsedFor,companionship,1.0
horse,('horse' 'N'),UsedFor,haul_wagon,1.0
horse,('horse' 'N'),UsedFor,ride,1.0
horse,('horse' 'N'),UsedFor,riding_to_go_places,1.0
horse,('horse' 'N'),UsedFor,win_race,1.0
horse,('horse' 'N'),UsedFor,drag_plow,1.0
horse,('horse' 'N'),CapableOf,step_high,1.0
horse,('horse' 'N'),CapableOf,finish_race,1.0
horse,('horse' 'N'),CapableOf,win_race,1.0
horse,('horse' 'N'),CapableOf,walk_on_four_legs,1.0
horse,('horse' 'N'),HasProperty,majestic,1.0
horse,('horse' 'N'),HasProperty,white,1.0
horse,('horse' 'N'),HasProperty,larger_than_person,1.0
horse,('horse' 'N'),Desires,room_to_run,1.0
horse,('horse' 'N'),ReceivesAction,found_on_ranch,1.0
horse,('horse' 'N'),ReceivesAction,found_in_stall,1.0
horse,('horse' 'N'),ReceivesAction,found_on_farm,1.0
horse,('horse' 'N'),ReceivesAction,ridden,1.0
purse,('purse' 'N'),UsedFor,carry_money,2.82842712474619
purse,('purse' 'N'),AtLocation,handbag,2.82842712474619
purse,('purse' 'N'),IsA,sum,2.0
purse,('purse' 'N'),IsA,bag,2.0
purse,('purse' 'N'),UsedFor,carrying_money,2.0
purse,('purse' 'N'),CapableOf,hold_money,2.0
purse,('purse' 'N'),MannerOf,contract,2.0
purse,('purse' 'N'),MannerOf,round,2.0
purse,('purse' 'N'),RelatedTo,money,1.0
purse,('purse' 'N'),RelatedTo,bag,1.0
purse,('purse' 'N'),IsA,non_powered_device,1.0
purse,('purse' 'N'),IsA,gear,1.0
purse,('purse' 'N'),IsA,typically,1.0
purse,('purse' 'N'),IsA,small_bag_carried_bgy_women,1.0
purse,('purse' 'N'),IsA,baggage,1.0
purse,('purse' 'N'),IsA,handbag,1.0
purse,('purse' 'N'),HasA,money,1.0
purse,('purse' 'N'),UsedFor,carry_things,1.0
purse,('purse' 'N'),UsedFor,put_shit_in,1.0
purse,('purse' 'N'),UsedFor,store_makeup,1.0
purse,('purse' 'N'),UsedFor,hitting_over_head,1.0
purse,('purse' 'N'),UsedFor,putting_money_in,1.0
purse,('purse' 'N'),UsedFor,holding_cash,1.0
purse,('purse' 'N'),UsedFor,holding_makeup,1.0
purse,('purse' 'N'),UsedFor,carry_wallet,1.0
purse,('purse' 'N'),UsedFor,holding_personal_effects,1.0
purse,('purse' 'N'),CapableOf,store_money,1.0
purse,('purse' 'N'),CapableOf,hold_cosmetics,1.0
purse,('purse' 'N'),AtLocation,department_store,1.0
purse,('purse' 'N'),AtLocation,woman's_room,1.0
purse,('purse' 'N'),AtLocation,hanging_on_woman's_shoulder,1.0
purse,('purse' 'N'),AtLocation,house,1.0
purse,('purse' 'N'),AtLocation,hand,1.0
purse,('purse' 'N'),AtLocation,store,1.0
purse,('purse' 'N'),AtLocation,home,1.0
purse,('purse' 'N'),AtLocation,pocket,1.0
purse,('purse' 'N'),AtLocation,women's_accessory_store,1.0
purse,('purse' 'N'),AtLocation,robber's_cache,1.0
orthodontist,('orthodontist' 'N'),IsA,dentist,2.0
orthodontist,('orthodontist' 'N'),RelatedTo,orthodontic,1.0
orthodontist,('orthodontist' 'N'),RelatedTo,dentist,1.0
orthodontist,('orthodontist' 'N'),IsA,dentist,1.0
sea,('sea' 'N'),RelatedTo,ocean,7.861806408199072
sea,('sea' 'N'),RelatedTo,water,7.055494312945054
sea,('sea' 'N'),IsA,large_body_of_salt_water,4.0
sea,('sea' 'N'),UsedFor,sailing_on,3.4641016151377544
sea,('sea' 'N'),RelatedTo,body,3.3009089657244415
sea,('sea' 'N'),IsA,body_of_salt_water,2.82842712474619
sea,('sea' 'N'),UsedFor,swim_in,2.82842712474619
sea,('sea' 'N'),RelatedTo,small,2.755358415887123
sea,('sea' 'N'),RelatedTo,small_ocean,2.755358415887123
sea,('sea' 'N'),RelatedTo,water_body,2.2662744758744466
sea,('sea' 'N'),RelatedTo,salt,2.241428116179504
sea,('sea' 'N'),RelatedTo,blue,2.027806696901852
sea,('sea' 'N'),IsA,body_of_water,2.0
sea,('sea' 'N'),IsA,body_of_water,2.0
sea,('sea' 'N'),IsA,turbulent_flow,2.0
sea,('sea' 'N'),IsA,large_body_of_water,2.0
sea,('sea' 'N'),PartOf,hydrosphere,2.0
sea,('sea' 'N'),UsedFor,sailing,2.0
sea,('sea' 'N'),UsedFor,sailing_boats_in,2.0
sea,('sea' 'N'),AtLocation,ocean,2.0
sea,('sea' 'N'),HasProperty,full_of_water,2.0
sea,('sea' 'N'),HasProperty,wet,2.0
sea,('sea' 'N'),ReceivesAction,filled_with_water,2.0
sea,('sea' 'N'),RelatedTo,smaller,1.592
sea,('sea' 'N'),RelatedTo,salt_water,1.5550000000000002
sea,('sea' 'N'),RelatedTo,large,1.467
sea,('sea' 'N'),IsA,large_body_of_water,1.0
sea,('sea' 'N'),IsA,place,1.0
sea,('sea' 'N'),IsA,natural_inanimate_thing,1.0
sea,('sea' 'N'),HasA,seawater,1.0
sea,('sea' 'N'),HasA,salt,1.0
sea,('sea' 'N'),HasA,lot_of_liquid,1.0
sea,('sea' 'N'),UsedFor,swim,1.0
sea,('sea' 'N'),UsedFor,sail_boat,1.0
sea,('sea' 'N'),UsedFor,sail_ship,1.0
sea,('sea' 'N'),UsedFor,sea_life,1.0
sea,('sea' 'N'),UsedFor,flying_over,1.0
sea,('sea' 'N'),UsedFor,take_boat_ride,1.0
sea,('sea' 'N'),UsedFor,sea_animals_to_live_in,1.0
sea,('sea' 'N'),CapableOf,looks_green,1.0
sea,('sea' 'N'),CapableOf,appear_calm,1.0
sea,('sea' 'N'),CapableOf,appear_flat,1.0
sea,('sea' 'N'),AtLocation,great_outdoors,1.0
sea,('sea' 'N'),AtLocation,middle_east,1.0
sea,('sea' 'N'),AtLocation,land,1.0
sea,('sea' 'N'),AtLocation,earth,1.0
sea,('sea' 'N'),AtLocation,beach,1.0
sea,('sea' 'N'),HasProperty,water_with_salt,1.0
sea,('sea' 'N'),HasProperty,very_large,1.0
sea,('sea' 'N'),HasProperty,deep,1.0
